Ship_from;Ship_to;Buyer;Material_Tax;Incoterm;VAT_ID;Taxcode;Taxrate
AT;IT;DE;0;0;EU;intra-EU supply;0
AT;ES;AT;1;1;EU;domestic full tax;0.2
AT;RU;RU;1;0;not required;export;0
AT;RU;CH;1;0;not required;export;0
AT;CH;IT;1;0;not required;export;0
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;ES;CH;1;0;EU;intra-EU supply;0
AT;RU;AT;1;1;AT;domestic full tax;0.2
AT;ES;AT;0;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;DE;ES;1;0;EU;intra-EU supply;0
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;AT;NL;0;0;AT;domestic no tax;0
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;ES;AT;1;1;EU;domestic full tax;0.2
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;CH;ES;1;0;not required;export;0
AT;IT;CH;1;0;EU;intra-EU supply;0
AT;DE;AT;0;0;EU;intra-EU supply;0
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;NL;NL;0;0;EU;intra-EU supply;0
AT;RU;ES;1;0;not required;export;0
AT;DE;CH;1;0;EU;intra-EU supply;0
AT;CH;IT;1;0;not required;export;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;CH;RU;1;0;not required;export;0
AT;CH;ES;1;0;not required;export;0
AT;CH;IT;1;0;not required;export;0
AT;CH;AT;1;0;AT;export;0
AT;RU;CH;1;1;not required;export;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;IT;ES;1;1;EU;domestic full tax;0.2
AT;RU;DE;1;1;not required;domestic full tax;0.2
AT;DE;AT;1;1;EU;domestic full tax;0.2
AT;RU;RU;1;0;not required;export;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;NL;ES;0;1;EU;domestic full tax;0.2
AT;RU;AT;0;1;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;DE;ES;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;ES;AT;1;1;EU;domestic full tax;0.2
AT;AT;DE;1;1;AT;domestic full tax;0.2
AT;NL;CH;0;1;EU;domestic full tax;0.2
AT;AT;ES;0;1;AT;domestic no tax;0
AT;RU;AT;1;1;AT;domestic full tax;0.2
AT;IT;RU;1;0;EU;intra-EU supply;0
AT;ES;CH;1;0;EU;intra-EU supply;0
AT;DE;AT;0;0;EU;intra-EU supply;0
AT;NL;IT;1;1;EU;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;CH;DE;1;0;not required;export;0
AT;IT;DE;0;0;EU;intra-EU supply;0
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;CH;AT;1;0;AT;export;0
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;RU;RU;1;0;not required;export;0
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;RU;NL;1;0;not required;export;0
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;RU;IT;1;0;not required;export;0
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;AT;IT;1;0;AT;domestic full tax;0.2
AT;IT;RU;0;1;EU;domestic full tax;0.2
AT;AT;IT;1;1;AT;domestic full tax;0.2
AT;AT;AT;0;0;AT;domestic no tax;0
AT;IT;IT;1;0;EU;intra-EU supply;0
AT;ES;DE;1;0;EU;intra-EU supply;0
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;DE;AT;0;1;EU;domestic full tax;0.2
AT;ES;NL;0;0;EU;intra-EU supply;0
AT;CH;IT;1;1;not required;domestic full tax;0.2
AT;NL;CH;1;0;EU;intra-EU supply;0
AT;AT;IT;0;0;AT;domestic no tax;0
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;NL;AT;0;0;EU;intra-EU supply;0
AT;AT;DE;1;1;AT;domestic full tax;0.2
AT;NL;ES;0;0;EU;intra-EU supply;0
AT;ES;RU;1;0;EU;intra-EU supply;0
AT;RU;RU;1;0;not required;export;0
AT;CH;AT;1;0;AT;export;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;CH;IT;1;0;not required;export;0
AT;CH;AT;0;0;AT;export;0
AT;RU;DE;1;0;not required;export;0
AT;RU;ES;1;0;not required;export;0
AT;CH;AT;1;1;AT;domestic full tax;0.2
AT;DE;RU;1;1;EU;domestic full tax;0.2
AT;ES;AT;1;1;EU;domestic full tax;0.2
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;RU;ES;1;0;not required;export;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;NL;AT;1;1;EU;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;ES;AT;0;0;EU;intra-EU supply;0
AT;ES;AT;0;0;EU;intra-EU supply;0
AT;DE;DE;0;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;RU;ES;0;0;not required;export;0
AT;NL;NL;1;0;EU;intra-EU supply;0
AT;ES;DE;0;0;EU;intra-EU supply;0
AT;CH;AT;1;0;AT;export;0
AT;AT;RU;0;0;AT;domestic no tax;0
AT;DE;DE;0;0;EU;intra-EU supply;0
AT;IT;IT;1;0;EU;intra-EU supply;0
AT;CH;NL;0;0;not required;export;0
AT;RU;AT;0;0;AT;export;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;IT;ES;1;0;EU;intra-EU supply;0
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;AT;AT;0;1;AT;domestic no tax;0
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;IT;DE;1;0;EU;intra-EU supply;0
AT;AT;DE;1;1;AT;domestic full tax;0.2
AT;IT;RU;1;1;EU;domestic full tax;0.2
AT;IT;DE;0;0;EU;intra-EU supply;0
AT;AT;NL;1;1;AT;domestic full tax;0.2
AT;IT;DE;1;0;EU;intra-EU supply;0
AT;IT;ES;0;0;EU;intra-EU supply;0
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;NL;IT;1;0;EU;intra-EU supply;0
AT;IT;AT;1;1;EU;domestic full tax;0.2
AT;NL;ES;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;IT;DE;1;0;EU;intra-EU supply;0
AT;AT;DE;0;0;AT;domestic no tax;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;NL;DE;0;1;EU;domestic full tax;0.2
AT;AT;IT;1;0;AT;domestic full tax;0.2
AT;AT;NL;0;0;AT;domestic no tax;0
AT;AT;AT;0;0;AT;domestic no tax;0
AT;AT;IT;1;0;AT;domestic full tax;0.2
AT;DE;ES;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;CH;DE;1;1;not required;domestic full tax;0.2
AT;CH;DE;1;0;not required;export;0
AT;NL;AT;0;0;EU;intra-EU supply;0
AT;AT;DE;1;1;AT;domestic full tax;0.2
AT;DE;AT;1;1;EU;domestic full tax;0.2
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;AT;AT;0;0;AT;domestic no tax;0
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;CH;CH;0;0;not required;export;0
AT;DE;RU;1;1;EU;domestic full tax;0.2
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;ES;NL;1;0;EU;intra-EU supply;0
AT;AT;NL;1;1;AT;domestic full tax;0.2
AT;RU;IT;1;1;not required;domestic full tax;0.2
AT;NL;DE;0;0;EU;intra-EU supply;0
AT;NL;IT;0;0;EU;intra-EU supply;0
AT;AT;NL;1;1;AT;domestic full tax;0.2
AT;IT;AT;0;0;EU;intra-EU supply;0
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;CH;NL;1;0;not required;export;0
AT;DE;DE;1;0;EU;intra-EU supply;0
AT;RU;AT;1;0;AT;export;0
AT;DE;AT;0;0;EU;intra-EU supply;0
AT;DE;NL;1;0;EU;intra-EU supply;0
AT;AT;IT;0;1;AT;domestic no tax;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;ES;NL;1;0;EU;intra-EU supply;0
AT;RU;NL;0;0;not required;export;0
AT;IT;DE;0;1;EU;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;RU;NL;1;0;not required;export;0
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;RU;AT;1;0;AT;export;0
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;IT;DE;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;CH;AT;1;0;AT;export;0
AT;CH;CH;0;0;not required;export;0
AT;DE;IT;0;0;EU;intra-EU supply;0
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;NL;DE;1;0;EU;intra-EU supply;0
AT;DE;AT;1;1;EU;domestic full tax;0.2
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;NL;DE;1;0;EU;intra-EU supply;0
AT;CH;AT;1;0;AT;export;0
AT;IT;AT;0;0;EU;intra-EU supply;0
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;AT;AT;0;0;AT;domestic no tax;0
AT;DE;DE;1;0;EU;intra-EU supply;0
AT;AT;AT;0;0;AT;domestic no tax;0
AT;NL;AT;0;0;EU;intra-EU supply;0
AT;CH;AT;1;1;AT;domestic full tax;0.2
AT;AT;DE;0;1;AT;domestic no tax;0
AT;ES;IT;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;NL;RU;0;0;EU;intra-EU supply;0
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;IT;AT;0;1;EU;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;NL;DE;1;0;EU;intra-EU supply;0
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;AT;NL;1;1;AT;domestic full tax;0.2
AT;DE;DE;1;0;EU;intra-EU supply;0
AT;DE;ES;1;1;EU;domestic full tax;0.2
AT;CH;AT;0;0;AT;export;0
AT;IT;RU;1;1;EU;domestic full tax;0.2
AT;ES;RU;0;0;EU;intra-EU supply;0
AT;AT;CH;1;1;AT;domestic full tax;0.2
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;NL;AT;0;0;EU;intra-EU supply;0
AT;DE;RU;0;0;EU;intra-EU supply;0
AT;ES;ES;1;0;EU;intra-EU supply;0
AT;AT;ES;1;1;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;RU;CH;1;0;not required;export;0
AT;AT;DE;1;1;AT;domestic full tax;0.2
AT;ES;AT;0;0;EU;intra-EU supply;0
AT;CH;CH;1;0;not required;export;0
AT;RU;CH;0;0;not required;export;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;DE;DE;0;0;EU;intra-EU supply;0
AT;AT;RU;0;0;AT;domestic no tax;0
AT;IT;NL;1;0;EU;intra-EU supply;0
AT;DE;DE;1;0;EU;intra-EU supply;0
AT;ES;ES;1;0;EU;intra-EU supply;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;AT;IT;1;0;AT;domestic full tax;0.2
AT;RU;DE;0;0;not required;export;0
AT;IT;AT;1;1;EU;domestic full tax;0.2
AT;AT;ES;0;0;AT;domestic no tax;0
AT;CH;AT;1;1;AT;domestic full tax;0.2
AT;NL;AT;1;1;EU;domestic full tax;0.2
AT;DE;ES;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;AT;0;1;AT;domestic no tax;0
AT;CH;AT;1;1;AT;domestic full tax;0.2
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;DE;RU;1;0;EU;intra-EU supply;0
AT;ES;RU;1;0;EU;intra-EU supply;0
AT;IT;RU;1;0;EU;intra-EU supply;0
AT;DE;ES;1;0;EU;intra-EU supply;0
AT;RU;AT;1;0;AT;export;0
AT;IT;DE;1;0;EU;intra-EU supply;0
AT;AT;RU;1;1;AT;domestic full tax;0.2
AT;IT;IT;1;0;EU;intra-EU supply;0
AT;DE;ES;0;0;EU;intra-EU supply;0
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;DE;ES;1;0;EU;intra-EU supply;0
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;ES;DE;0;0;EU;intra-EU supply;0
AT;AT;CH;1;1;AT;domestic full tax;0.2
AT;CH;AT;1;0;AT;export;0
AT;IT;RU;1;0;EU;intra-EU supply;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;NL;ES;1;1;EU;domestic full tax;0.2
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;ES;DE;1;1;EU;domestic full tax;0.2
AT;AT;AT;0;0;AT;domestic no tax;0
AT;CH;AT;1;0;AT;export;0
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;DE;1;1;AT;domestic full tax;0.2
AT;IT;NL;1;1;EU;domestic full tax;0.2
AT;NL;IT;1;0;EU;intra-EU supply;0
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;CH;IT;0;0;not required;export;0
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;RU;ES;1;0;not required;export;0
AT;CH;AT;1;1;AT;domestic full tax;0.2
AT;AT;DE;1;1;AT;domestic full tax;0.2
AT;DE;AT;0;0;EU;intra-EU supply;0
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;RU;IT;1;1;not required;domestic full tax;0.2
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;DE;RU;0;1;EU;domestic full tax;0.2
AT;CH;AT;1;0;AT;export;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;AT;DE;1;1;AT;domestic full tax;0.2
AT;CH;CH;1;0;not required;export;0
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;ES;DE;1;0;EU;intra-EU supply;0
AT;CH;AT;1;0;AT;export;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;CH;AT;1;0;AT;export;0
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;AT;IT;1;1;AT;domestic full tax;0.2
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;CH;RU;1;0;not required;export;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;ES;AT;0;0;EU;intra-EU supply;0
AT;DE;AT;1;1;EU;domestic full tax;0.2
AT;IT;AT;1;1;EU;domestic full tax;0.2
AT;IT;NL;0;0;EU;intra-EU supply;0
AT;DE;IT;1;0;EU;intra-EU supply;0
AT;AT;AT;0;0;AT;domestic no tax;0
AT;NL;ES;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;ES;IT;1;0;EU;intra-EU supply;0
AT;AT;IT;1;1;AT;domestic full tax;0.2
AT;RU;CH;1;0;not required;export;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;RU;RU;1;1;not required;export;0
AT;NL;DE;1;1;EU;domestic full tax;0.2
AT;NL;DE;1;1;EU;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;ES;AT;0;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;RU;NL;1;0;not required;export;0
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;AT;DE;0;0;AT;domestic no tax;0
AT;RU;AT;0;1;AT;domestic full tax;0.2
AT;NL;CH;1;1;EU;domestic full tax;0.2
AT;CH;DE;1;0;not required;export;0
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;AT;IT;1;0;AT;domestic full tax;0.2
AT;IT;ES;1;1;EU;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;CH;ES;1;0;not required;export;0
AT;ES;NL;1;0;EU;intra-EU supply;0
AT;RU;ES;0;0;not required;export;0
AT;CH;IT;1;0;not required;export;0
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;DE;CH;0;0;EU;intra-EU supply;0
AT;IT;IT;1;0;EU;intra-EU supply;0
AT;AT;CH;0;0;AT;domestic no tax;0
AT;NL;NL;1;0;EU;intra-EU supply;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;CH;AT;1;0;AT;export;0
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;RU;RU;0;0;not required;export;0
AT;RU;DE;1;1;not required;domestic full tax;0.2
AT;NL;ES;1;1;EU;domestic full tax;0.2
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;RU;NL;1;1;not required;domestic full tax;0.2
AT;NL;IT;1;0;EU;intra-EU supply;0
AT;CH;IT;1;1;not required;domestic full tax;0.2
AT;RU;ES;1;0;not required;export;0
AT;NL;DE;0;0;EU;intra-EU supply;0
AT;DE;CH;1;0;EU;intra-EU supply;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;RU;AT;0;0;AT;export;0
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;AT;AT;0;0;AT;domestic no tax;0
AT;DE;ES;1;0;EU;intra-EU supply;0
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;ES;ES;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;IT;CH;1;0;EU;intra-EU supply;0
AT;DE;NL;1;0;EU;intra-EU supply;0
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;ES;ES;1;0;EU;intra-EU supply;0
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;ES;ES;1;1;EU;intra-EU supply;0
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;CH;AT;1;0;AT;export;0
AT;DE;IT;1;0;EU;intra-EU supply;0
AT;RU;AT;1;0;AT;export;0
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;RU;IT;0;0;not required;export;0
AT;AT;NL;1;1;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;IT;AT;0;1;EU;domestic full tax;0.2
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;CH;AT;0;0;AT;export;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;ES;1;1;AT;domestic full tax;0.2
AT;CH;IT;1;0;not required;export;0
AT;CH;AT;1;0;AT;export;0
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;AT;AT;0;1;AT;domestic no tax;0
AT;NL;DE;0;0;EU;intra-EU supply;0
AT;RU;RU;1;1;not required;export;0
AT;IT;AT;1;1;EU;domestic full tax;0.2
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;AT;AT;0;0;AT;domestic no tax;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;IT;CH;1;0;EU;intra-EU supply;0
AT;CH;RU;1;0;not required;export;0
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;DE;DE;1;0;EU;intra-EU supply;0
AT;AT;AT;0;0;AT;domestic no tax;0
AT;CH;DE;0;0;not required;export;0
AT;AT;AT;0;0;AT;domestic no tax;0
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;ES;RU;1;1;EU;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;DE;CH;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;CH;AT;1;0;AT;export;0
AT;AT;ES;1;1;AT;domestic full tax;0.2
AT;DE;IT;1;0;EU;intra-EU supply;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;IT;RU;1;0;EU;intra-EU supply;0
AT;DE;ES;1;0;EU;intra-EU supply;0
AT;IT;CH;1;0;EU;intra-EU supply;0
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;CH;ES;0;1;not required;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;IT;CH;1;0;EU;intra-EU supply;0
AT;CH;RU;1;1;not required;export;0
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;ES;RU;1;0;EU;intra-EU supply;0
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;CH;AT;1;0;AT;export;0
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;DE;ES;1;0;EU;intra-EU supply;0
AT;IT;NL;1;1;EU;domestic full tax;0.2
AT;CH;RU;0;1;not required;export;0
AT;RU;AT;1;0;AT;export;0
AT;CH;ES;0;0;not required;export;0
AT;NL;NL;1;1;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;DE;NL;1;0;EU;intra-EU supply;0
AT;CH;NL;1;0;not required;export;0
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;DE;AT;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;DE;ES;1;1;EU;domestic full tax;0.2
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;CH;AT;0;0;AT;export;0
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;AT;RU;1;1;AT;domestic full tax;0.2
AT;AT;DE;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;NL;0;1;AT;domestic no tax;0
AT;CH;CH;1;1;not required;export;0
AT;IT;NL;1;1;EU;domestic full tax;0.2
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;AT;NL;1;0;AT;domestic full tax;0.2
AT;AT;ES;1;0;AT;domestic full tax;0.2
AT;RU;IT;1;0;not required;export;0
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;ES;NL;1;0;EU;intra-EU supply;0
AT;AT;IT;1;0;AT;domestic full tax;0.2
AT;ES;IT;1;0;EU;intra-EU supply;0
AT;DE;RU;1;0;EU;intra-EU supply;0
AT;CH;AT;1;0;AT;export;0
AT;ES;AT;1;1;EU;domestic full tax;0.2
AT;NL;AT;1;1;EU;domestic full tax;0.2
AT;NL;IT;1;0;EU;intra-EU supply;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;AT;CH;1;0;AT;domestic full tax;0.2
AT;ES;DE;1;1;EU;domestic full tax;0.2
AT;ES;CH;1;0;EU;intra-EU supply;0
AT;CH;CH;1;0;not required;export;0
AT;CH;AT;1;0;AT;export;0
AT;CH;ES;1;0;not required;export;0
AT;NL;AT;0;0;EU;intra-EU supply;0
AT;CH;RU;1;0;not required;export;0
AT;AT;RU;1;0;AT;domestic full tax;0.2
AT;RU;ES;1;1;not required;domestic full tax;0.2
AT;RU;RU;1;1;not required;export;0
AT;RU;IT;1;1;not required;domestic full tax;0.2
AT;IT;AT;0;0;EU;intra-EU supply;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;AT;1;1;AT;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;AT;IT;1;0;AT;domestic full tax;0.2
AT;NL;AT;1;1;EU;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;DE;DE;0;1;EU;intra-EU supply;0
AT;AT;IT;0;0;AT;domestic no tax;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;IT;DE;1;0;EU;intra-EU supply;0
AT;CH;NL;0;0;not required;export;0
AT;NL;RU;1;0;EU;intra-EU supply;0
AT;AT;NL;1;1;AT;domestic full tax;0.2
AT;DE;ES;1;1;EU;domestic full tax;0.2
AT;AT;AT;0;0;AT;domestic no tax;0
AT;DE;IT;1;1;EU;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;RU;RU;1;1;not required;export;0
AT;AT;ES;0;0;AT;domestic no tax;0
AT;ES;IT;1;0;EU;intra-EU supply;0
AT;NL;NL;1;0;EU;intra-EU supply;0
AT;NL;NL;1;0;EU;intra-EU supply;0
AT;CH;CH;1;0;not required;export;0
AT;IT;AT;0;0;EU;intra-EU supply;0
AT;ES;AT;1;0;EU;intra-EU supply;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;IT;AT;1;0;EU;intra-EU supply;0
AT;DE;DE;1;0;EU;intra-EU supply;0
AT;NL;AT;1;0;EU;intra-EU supply;0
AT;RU;IT;1;0;not required;export;0
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;RU;RU;0;1;not required;export;0
AT;ES;AT;1;1;EU;domestic full tax;0.2
AT;AT;AT;1;0;AT;domestic full tax;0.2
AT;RU;CH;1;1;not required;export;0
AT;CH;AT;0;0;AT;export;0
AT;IT;RU;1;0;EU;intra-EU supply;0
AT;NL;IT;1;0;EU;intra-EU supply;0
